a b c d e f g h i
1647 -999 -0.5309 -0.9596 -0.2189 -999 -0.4304 -0.7576 -0.2254
1648 -999 -0.4808 -0.9103 -0.1917 -999 -0.4282 -0.7575 -0.2243
1649 -999 -0.4386 -0.9257 -0.1623 -999 -0.4266 -0.7571 -0.223
1650 -999 -0.4509 -0.9305 -0.1757 -999 -0.425 -0.7573 -0.2221
1651 -999 -0.3856 -0.839 -0.1097 -999 -0.4233 -0.7568 -0.221
1652 -999 -0.4988 -0.8286 -0.2159 -999 -0.4218 -0.7566 -0.2204
1653 -999 -0.4658 -0.7759 -0.1649 -999 -0.4201 -0.756 -0.2196
1654 -999 -0.4446 -0.8033 -0.1744 -999 -0.419 -0.7556 -0.2186
1655 -999 -0.3779 -0.6837 -0.1108 -999 -0.4182 -0.7555 -0.2178
1656 -999 -0.3519 -0.6604 -0.0996 -999 -0.4175 -0.7557 -0.2166
1657 -999 -0.3149 -0.6534 -0.0699 -999 -0.417 -0.7561 -0.2162
1658 -999 -0.3566 -0.7224 -0.0837 -999 -0.417 -0.7564 -0.2156
1659 -999 -0.3638 -0.7418 -0.0807 -999 -0.4173 -0.7568 -0.2157
1660 -999 -0.3259 -0.7553 -0.0853 -999 -0.4176 -0.7579 -0.2154
1661 -999 -0.3276 -0.7392 -0.0717 -999 -0.4185 -0.7588 -0.2151
1662 -999 -0.3919 -0.7604 -0.0997 -999 -0.4194 -0.7597 -0.2148
1663 -999 -0.4868 -0.94 -0.1609 -999 -0.4205 -0.7609 -0.215
1664 -999 -0.3978 -0.7883 -0.1315 -999 -0.4215 -0.7622 -0.2156
1665 -999 -0.451 -0.8077 -0.1659 -999 -0.423 -0.7636 -0.2161
1666 -999 -0.4812 -0.7794 -0.1933 -999 -0.4243 -0.765 -0.2165
1667 -999 -0.4888 -0.7957 -0.181 -999 -0.4257 -0.7661 -0.2172
1668 -999 -0.5016 -0.8508 -0.1987 -999 -0.4277 -0.767 -0.2181
1669 -999 -0.5031 -0.9361 -0.2136 -999 -0.4292 -0.7678 -0.2186
1670 -999 -0.5488 -0.9554 -0.2445 -999 -0.4305 -0.7683 -0.219
1671 -999 -0.4598 -0.8081 -0.1664 -999 -0.432 -0.7689 -0.2194
1672 -999 -0.4929 -0.8683 -0.1801 -999 -0.4336 -0.7694 -0.2199
1673 -999 -0.5291 -0.814 -0.2319 -999 -0.4347 -0.7698 -0.221
1674 -999 -0.518 -0.8603 -0.2091 -999 -0.4357 -0.7696 -0.222
1675 -999 -0.5221 -0.9159 -0.2317 -999 -0.4365 -0.7688 -0.2224
1676 -999 -0.5153 -0.8403 -0.2265 -999 -0.4374 -0.7684 -0.2226
1677 -999 -0.5514 -0.8456 -0.2357 -999 -0.4378 -0.7674 -0.2228
1678 -999 -0.5389 -0.8837 -0.2338 -999 -0.4383 -0.7666 -0.2229
1679 -999 -0.5449 -0.8951 -0.2218 -999 -0.4387 -0.7655 -0.2232
1680 -999 -0.564 -0.8961 -0.2567 -999 -0.4389 -0.7644 -0.2235
1681 -999 -0.5134 -0.8715 -0.1934 -999 -0.4384 -0.7628 -0.2248
1682 -999 -0.4598 -0.8062 -0.1608 -999 -0.4381 -0.761 -0.2256
1683 -999 -0.3936 -0.7857 -0.0939 -999 -0.4375 -0.7592 -0.2262
1684 -999 -0.3827 -0.8107 -0.1174 -999 -0.4372 -0.7572 -0.2271
1685 -999 -0.465 -0.8129 -0.1806 -999 -0.437 -0.7548 -0.2282
1686 -999 -0.3536 -0.7449 -0.0819 -999 -0.4368 -0.7528 -0.2293
1687 -999 -0.3839 -0.745 -0.0892 -999 -0.4365 -0.7506 -0.231
1688 -999 -0.3869 -0.7018 -0.1199 -999 -0.4365 -0.7485 -0.2328
1689 -999 -0.2925 -0.6795 -0.0564 -999 -0.4368 -0.7459 -0.2347
1690 -999 -0.3477 -0.6774 -0.1117 -999 -0.4372 -0.7441 -0.2369
1691 -999 -0.3487 -0.7445 -0.1126 -999 -0.4378 -0.7425 -0.2386
1692 -999 -0.363 -0.7391 -0.1139 -999 -0.4388 -0.7407 -0.2409
1693 -999 -0.3358 -0.7631 -0.0896 -999 -0.4397 -0.7386 -0.2432
1694 -999 -0.3573 -0.7647 -0.1082 -999 -0.4405 -0.737 -0.2447
1695 -999 -0.4778 -0.8109 -0.2046 -999 -0.4419 -0.7352 -0.2462
1696 -999 -0.4747 -0.7942 -0.1948 -999 -0.4433 -0.7331 -0.2469
1697 -999 -0.5014 -0.8034 -0.2387 -999 -0.4448 -0.7305 -0.2488
1698 -999 -0.5651 -0.8218 -0.2837 -999 -0.4459 -0.7279 -0.2497
1699 -999 -0.6688 -0.9346 -0.3384 -999 -0.447 -0.7258 -0.2503
1700 -999 -0.5448 -0.8882 -0.2595 -999 -0.4484 -0.7228 -0.2507
1701 -999 -0.5956 -0.863 -0.3107 -999 -0.4492 -0.7193 -0.2505
1702 -999 -0.565 -0.9031 -0.299 -999 -0.4499 -0.7156 -0.2504
1703 -999 -0.4757 -0.7429 -0.1823 -999 -0.4503 -0.7119 -0.2491
1704 -999 -0.5811 -0.8371 -0.2522 -999 -0.45 -0.7078 -0.2481
1705 -999 -0.5969 -0.8395 -0.3043 -999 -0.4493 -0.7037 -0.2473
1706 -999 -0.5548 -0.8353 -0.2535 -999 -0.4486 -0.6995 -0.2463
1707 -999 -0.4852 -0.7299 -0.2064 -999 -0.4476 -0.6947 -0.2448
1708 -999 -0.5112 -0.7878 -0.2435 -999 -0.446 -0.6898 -0.2424
1709 -999 -0.4929 -0.7839 -0.2139 -999 -0.4444 -0.686 -0.2399
1710 -999 -0.4298 -0.7345 -0.15 -999 -0.4424 -0.6825 -0.2368
1711 -999 -0.4573 -0.712 -0.2003 -999 -0.4405 -0.6771 -0.2338
1712 -999 -0.3671 -0.6346 -0.1164 -999 -0.4385 -0.6725 -0.231
1713 -999 -0.3868 -0.6597 -0.1389 -999 -0.4358 -0.6678 -0.2281
1714 -999 -0.4938 -0.736 -0.2326 -999 -0.4333 -0.6629 -0.225
1715 -999 -0.4428 -0.7198 -0.1829 -999 -0.4309 -0.6582 -0.2222
1716 -999 -0.4329 -0.7442 -0.1472 -999 -0.4284 -0.6532 -0.2194
1717 -999 -0.468 -0.7553 -0.1857 -999 -0.4253 -0.6491 -0.2158
1718 -999 -0.4085 -0.664 -0.1525 -999 -0.4225 -0.6449 -0.2124
1719 -999 -0.4477 -0.6783 -0.1814 -999 -0.4198 -0.6411 -0.2086
1720 -999 -0.3487 -0.6046 -0.0797 -999 -0.4169 -0.6374 -0.2061
1721 -999 -0.4113 -0.6741 -0.1467 -999 -0.4142 -0.6336 -0.2033
1722 -999 -0.2937 -0.6298 -0.0358 -999 -0.4116 -0.631 -0.2011
1723 -999 -0.3998 -0.6684 -0.1207 -999 -0.409 -0.628 -0.1973
1724 -999 -0.373 -0.6562 -0.0943 -999 -0.4069 -0.6251 -0.1952
1725 -999 -0.3874 -0.7036 -0.1339 -999 -0.4047 -0.6231 -0.1922
1726 -999 -0.3687 -0.7191 -0.0958 -999 -0.4028 -0.6214 -0.1908
1727 -999 -0.3691 -0.6725 -0.1204 -999 -0.4015 -0.6196 -0.1887
1728 -999 -0.3574 -0.6858 -0.0969 -999 -0.3999 -0.6181 -0.1862
1729 -999 -0.3329 -0.6815 -0.0887 -999 -0.3991 -0.6166 -0.1845
1730 -999 -0.3681 -0.6528 -0.1318 -999 -0.3983 -0.6155 -0.1826
1731 -999 -0.4359 -0.7101 -0.1862 -999 -0.3975 -0.615 -0.1808
1732 -999 -0.3807 -0.6337 -0.1358 -999 -0.3971 -0.6142 -0.1799
1733 -999 -0.4071 -0.6752 -0.1169 -999 -0.3963 -0.6134 -0.1787
1734 -999 -0.3309 -0.6543 -0.0777 -999 -0.3959 -0.6129 -0.1778
1735 -999 -0.4129 -0.6608 -0.0901 -999 -0.3958 -0.6129 -0.1771
1736 -999 -0.4165 -0.6911 -0.133 -999 -0.3957 -0.6125 -0.1766
1737 -999 -0.4208 -0.7011 -0.1409 -999 -0.3955 -0.6125 -0.176
1738 -999 -0.4336 -0.7023 -0.1849 -999 -0.3955 -0.6122 -0.1754
1739 -999 -0.3545 -0.6555 -0.0753 -999 -0.3952 -0.6112 -0.1752
1740 -999 -0.4417 -0.7271 -0.1874 -999 -0.3951 -0.6107 -0.1752
1741 -999 -0.3918 -0.6765 -0.1145 -999 -0.395 -0.6107 -0.1746
1742 -999 -0.5289 -0.7972 -0.2457 -999 -0.3948 -0.6101 -0.1742
1743 -999 -0.4002 -0.6699 -0.1507 -999 -0.3942 -0.609 -0.1741
1744 -999 -0.4267 -0.685 -0.1447 -999 -0.3937 -0.6083 -0.1738
1745 -999 -0.4929 -0.7412 -0.2155 -999 -0.3928 -0.6067 -0.173
1746 -999 -0.5085 -0.7384 -0.199 -999 -0.392 -0.6054 -0.1727
1747 -999 -0.3601 -0.6611 -0.0709 -999 -0.3911 -0.6038 -0.1717
1748 -999 -0.3725 -0.695 -0.0953 -999 -0.3895 -0.602 -0.1704
1749 -999 -0.4057 -0.7151 -0.1175 -999 -0.3881 -0.599 -0.1695
1750 -999 -0.3988 -0.7533 -0.1372 -999 -0.3866 -0.5965 -0.1697
1751 -999 -0.4185 -0.7468 -0.1585 -999 -0.385 -0.5932 -0.169
1752 -999 -0.4025 -0.7467 -0.1056 -999 -0.3833 -0.5915 -0.1681
1753 -999 -0.4061 -0.7158 -0.1097 -999 -0.3812 -0.5895 -0.1678
1754 -999 -0.4471 -0.7058 -0.1583 -999 -0.3795 -0.5864 -0.1671
1755 -999 -0.4356 -0.6579 -0.1729 -999 -0.3773 -0.5812 -0.1672
1756 -999 -0.3517 -0.6168 -0.0831 -999 -0.3755 -0.5773 -0.167
1757 -999 -0.3621 -0.6259 -0.0936 -999 -0.3732 -0.5751 -0.1664
1758 -999 -0.446 -0.6951 -0.1863 -999 -0.3711 -0.5724 -0.166
1759 -999 -0.3569 -0.5921 -0.0966 -999 -0.3691 -0.5727 -0.1654
1760 -999 -0.3695 -0.6379 -0.092 -999 -0.3673 -0.5731 -0.1654
1761 -999 -0.3315 -0.5809 -0.0417 -999 -0.3656 -0.5736 -0.1652
1762 -999 -0.3539 -0.6192 -0.0938 -999 -0.3638 -0.5742 -0.165
1763 -999 -0.3242 -0.6346 -0.0568 -999 -0.3618 -0.5741 -0.165
1764 -999 -0.3852 -0.6467 -0.1065 -999 -0.3602 -0.5749 -0.1652
1765 -999 -0.3289 -0.6158 -0.0737 -999 -0.3587 -0.5759 -0.165
1766 -999 -0.3119 -0.5777 -0.0467 -999 -0.3572 -0.5764 -0.1651
1767 -999 -0.3439 -0.5985 -0.0819 -999 -0.3559 -0.5766 -0.1656
1768 -999 -0.4697 -0.7055 -0.1604 -999 -0.3546 -0.577 -0.1651
1769 -999 -0.367 -0.6269 -0.1229 -999 -0.3538 -0.5787 -0.1652
1770 -999 -0.3622 -0.6193 -0.0967 -999 -0.3533 -0.5805 -0.1662
1771 -999 -0.3781 -0.6199 -0.0837 -999 -0.3524 -0.5824 -0.1668
1772 -999 -0.4008 -0.662 -0.1357 -999 -0.3518 -0.583 -0.168
1773 -999 -0.3024 -0.5686 -0.0599 -999 -0.3515 -0.5832 -0.168
1774 -999 -0.2636 -0.533 -0.0302 -999 -0.3511 -0.5843 -0.1685
1775 -999 -0.3697 -0.6322 -0.1389 -999 -0.3509 -0.5865 -0.1686
1776 -999 -0.2997 -0.5896 -0.0657 -999 -0.3508 -0.5888 -0.1686
1777 -999 -0.2992 -0.5706 -0.0597 -999 -0.3504 -0.5913 -0.1688
1778 -999 -0.3778 -0.6588 -0.1426 -999 -0.3505 -0.5938 -0.1696
1779 -999 -0.3858 -0.6687 -0.1448 -999 -0.3503 -0.5963 -0.1708
1780 -999 -0.3841 -0.6361 -0.1236 -999 -0.3502 -0.5989 -0.1712
1781 -999 -0.3834 -0.6298 -0.1463 -999 -0.35 -0.6013 -0.1716
1782 -999 -0.4175 -0.7023 -0.1719 -999 -0.3497 -0.6021 -0.1724
1783 -999 -0.464 -0.7251 -0.2256 -999 -0.3496 -0.6044 -0.1731
1784 -999 -0.3977 -0.6599 -0.1606 -999 -0.3495 -0.6066 -0.1733
1785 -999 -0.3766 -0.6322 -0.1465 -999 -0.3493 -0.6084 -0.1733
1786 -999 -0.346 -0.5995 -0.1092 -999 -0.3492 -0.6097 -0.1734
1787 -999 -0.453 -0.6851 -0.1979 -999 -0.3488 -0.611 -0.1731
1788 -999 -0.3966 -0.6662 -0.1617 -999 -0.3487 -0.6123 -0.1726
1789 -999 -0.3884 -0.6523 -0.111 -999 -0.3486 -0.6121 -0.1722
1790 -999 -0.4683 -0.7164 -0.2075 -999 -0.3486 -0.6149 -0.1728
1791 -999 -0.3257 -0.6029 -0.1035 -999 -0.3488 -0.6152 -0.1736
1792 -999 -0.2981 -0.5663 -0.0367 -999 -0.3492 -0.6174 -0.174
1793 -999 -0.3247 -0.6002 -0.1002 -999 -0.3498 -0.6197 -0.1742
1794 -999 -0.2889 -0.5674 -0.0804 -999 -0.3507 -0.6212 -0.1744
1795 -999 -0.3469 -0.6035 -0.1137 -999 -0.352 -0.6213 -0.1755
1796 -999 -0.2922 -0.5729 -0.0887 -999 -0.3535 -0.6216 -0.1771
1797 -999 -0.3709 -0.6263 -0.1099 -999 -0.3555 -0.6223 -0.1787
1798 -999 -0.2402 -0.5263 -0.0277 -999 -0.358 -0.6248 -0.1802
1799 -999 -0.3264 -0.5811 -0.0839 -999 -0.3607 -0.6284 -0.1825
1800 -999 -0.3487 -0.5944 -0.1105 -999 -0.3641 -0.631 -0.1843
1801 -999 -0.2909 -0.5633 -0.0603 -999 -0.3677 -0.6343 -0.1869
1802 -999 -0.308 -0.6094 -0.1055 -999 -0.3718 -0.637 -0.1901
1803 -999 -0.2369 -0.539 -0.0188 -999 -0.3763 -0.64 -0.1936
1804 -999 -0.1819 -0.4302 0.0463 -999 -0.3812 -0.6438 -0.1976
1805 -999 -0.3112 -0.55 -0.0796 -999 -0.386 -0.6472 -0.2019
1806 -999 -0.3508 -0.5829 -0.1014 -999 -0.3911 -0.6512 -0.2069
1807 -999 -0.2959 -0.5527 -0.0667 -999 -0.3964 -0.6553 -0.2114
1808 -999 -0.3168 -0.5961 -0.0888 -999 -0.4015 -0.6605 -0.2163
1809 -999 -0.5006 -0.7447 -0.2639 -999 -0.4068 -0.6654 -0.2208
1810 -999 -0.5449 -0.803 -0.2869 -999 -0.4117 -0.6703 -0.2253
1811 -999 -0.4628 -0.704 -0.2128 -999 -0.4166 -0.6747 -0.2298
1812 -999 -0.5112 -0.7659 -0.2729 -999 -0.4209 -0.679 -0.2346
1813 -999 -0.4819 -0.7469 -0.2557 -999 -0.4252 -0.684 -0.2389
1814 -999 -0.5156 -0.7907 -0.2753 -999 -0.4294 -0.6883 -0.2434
1815 -999 -0.5709 -0.8715 -0.3409 -999 -0.433 -0.6925 -0.2471
1816 -999 -0.5579 -0.8778 -0.3299 -999 -0.4364 -0.6963 -0.2505
1817 -999 -0.5299 -0.7944 -0.2939 -999 -0.4394 -0.6994 -0.2538
1818 -999 -0.5668 -0.829 -0.3268 -999 -0.4423 -0.7021 -0.2569
1819 -999 -0.5398 -0.7887 -0.2928 -999 -0.4448 -0.7052 -0.2588
1820 -999 -0.5119 -0.7593 -0.2777 -999 -0.447 -0.7071 -0.2611
1821 -999 -0.5595 -0.829 -0.3137 -999 -0.4491 -0.7087 -0.2635
1822 -999 -0.4709 -0.7209 -0.2367 -999 -0.4507 -0.7101 -0.2659
1823 -999 -0.3849 -0.6629 -0.1617 -999 -0.4519 -0.712 -0.2684
1824 -999 -0.425 -0.6638 -0.1967 -999 -0.4533 -0.713 -0.2693
1825 -999 -0.3889 -0.6314 -0.1517 -999 -0.4547 -0.7143 -0.2712
1826 -999 -0.3918 -0.6201 -0.1449 -999 -0.456 -0.7156 -0.2733
1827 -999 -0.4447 -0.7028 -0.2099 -999 -0.4571 -0.7164 -0.2754
1828 -999 -0.3442 -0.5737 -0.1039 -999 -0.4579 -0.7178 -0.2772
1829 -999 -0.3461 -0.5803 -0.1126 -999 -0.4589 -0.7175 -0.2792
1830 -999 -0.3747 -0.5855 -0.1101 -999 -0.4597 -0.7182 -0.2798
1831 -999 -0.3737 -0.6198 -0.1352 -999 -0.4604 -0.72 -0.2815
1832 -999 -0.4799 -0.7929 -0.215 -999 -0.461 -0.7199 -0.2834
1833 -999 -0.4597 -0.7514 -0.2123 -999 -0.4616 -0.719 -0.2851
1834 -999 -0.4116 -0.6669 -0.1837 -999 -0.4618 -0.7179 -0.2866
1835 -999 -0.5258 -0.8101 -0.2902 -999 -0.4622 -0.7166 -0.2881
1836 -999 -0.6055 -0.9071 -0.3354 -999 -0.4623 -0.7167 -0.2893
1837 -999 -0.5813 -0.8582 -0.3356 -999 -0.4624 -0.7169 -0.2903
1838 -999 -0.4905 -0.7618 -0.2489 -999 -0.4623 -0.717 -0.2903
1839 -999 -0.4781 -0.7359 -0.2417 -999 -0.4618 -0.7168 -0.2902
1840 -999 -0.4959 -0.7718 -0.2779 -999 -0.4611 -0.7164 -0.2899
1841 -999 -0.5194 -0.7717 -0.28 -999 -0.4602 -0.7157 -0.29
1842 -999 -0.537 -0.7724 -0.2996 -999 -0.459 -0.7148 -0.2893
1843 -999 -0.5528 -0.7879 -0.3184 -999 -0.4574 -0.7136 -0.2882
1844 -999 -0.4488 -0.729 -0.2219 -999 -0.4558 -0.7097 -0.2872
1845 -999 -0.5141 -0.7959 -0.2864 -999 -0.4538 -0.7054 -0.2859
1846 -999 -0.3862 -0.7114 -0.1532 -999 -0.4518 -0.701 -0.284
1847 -999 -0.4639 -0.7618 -0.2623 -999 -0.4497 -0.6965 -0.2823
1848 -999 -0.4388 -0.7611 -0.2424 -999 -0.4473 -0.6922 -0.2808
1849 -999 -0.5368 -0.8073 -0.3004 -999 -0.4446 -0.6899 -0.2786
1850 -0.3898 -0.4575 -0.7622 -0.2386 -999 -0.4421 -0.686 -0.2761
1851 -0.2612 -0.4036 -0.6548 -0.1435 -999 -0.4396 -0.6829 -0.2738
1852 -0.2256 -0.3063 -0.5879 -0.0767 -999 -0.4367 -0.6799 -0.2711
1853 -0.3349 -0.3508 -0.6399 -0.1615 -999 -0.4339 -0.6769 -0.2684
1854 -0.2441 -0.4011 -0.6955 -0.1447 -999 -0.4312 -0.6739 -0.2656
1855 -0.2971 -0.3896 -0.6665 -0.1639 -999 -0.4282 -0.6708 -0.2624
1856 -0.4321 -0.4766 -0.7237 -0.2526 -999 -0.4253 -0.6677 -0.2593
1857 -0.4832 -0.462 -0.7191 -0.2517 -999 -0.4225 -0.6646 -0.2566
1858 -0.4247 -0.4149 -0.6946 -0.223 -999 -0.4194 -0.6614 -0.2536
1859 -0.4103 -0.4818 -0.7296 -0.2717 -999 -0.4164 -0.6582 -0.2501
1860 -0.5067 -0.4142 -0.6894 -0.22 -999 -0.4132 -0.655 -0.2467
1861 -0.4735 -0.3807 -0.6529 -0.18 -999 -0.4103 -0.6512 -0.2434
1862 -0.5151 -0.4721 -0.7139 -0.2491 -999 -0.4076 -0.6473 -0.2395
1863 -0.4665 -0.4219 -0.7126 -0.2007 -999 -0.4045 -0.6436 -0.2359
1864 -0.4342 -0.4589 -0.7046 -0.2319 -999 -0.4015 -0.6398 -0.2325
1865 -0.3306 -0.4466 -0.7007 -0.1688 -0.3591 -0.3984 -0.6367 -0.2288
1866 -0.3454 -0.4526 -0.6981 -0.2218 -0.3581 -0.3954 -0.6347 -0.2255
1867 -0.4041 -0.4279 -0.6756 -0.2151 -0.3571 -0.3925 -0.6328 -0.2219
1868 -0.2154 -0.3481 -0.6167 -0.103 -0.356 -0.3896 -0.6305 -0.2186
1869 -0.3391 -0.4184 -0.6934 -0.1999 -0.3549 -0.387 -0.6279 -0.2151
1870 -0.3617 -0.3736 -0.6382 -0.1687 -0.354 -0.3844 -0.6254 -0.2124
1871 -0.3829 -0.4096 -0.6135 -0.1614 -0.3531 -0.3821 -0.6231 -0.2089
1872 -0.2654 -0.3557 -0.6031 -0.1297 -0.3523 -0.38 -0.621 -0.2057
1873 -0.3463 -0.3607 -0.6155 -0.1563 -0.3517 -0.3779 -0.619 -0.203
1874 -0.4206 -0.3924 -0.6249 -0.1772 -0.3513 -0.376 -0.6173 -0.2006
1875 -0.3498 -0.341 -0.5693 -0.1256 -0.3511 -0.3743 -0.6144 -0.1993
1876 -0.3556 -0.3597 -0.628 -0.1654 -0.3512 -0.3727 -0.6117 -0.198
1877 0.0027 -0.2864 -0.5739 0.108 -0.3515 -0.3713 -0.6093 -0.1967
1878 -0.0876 -0.2328 -0.5149 0.0403 -0.3522 -0.3702 -0.6071 -0.1954
1879 -0.3031 -0.3565 -0.5894 -0.1315 -0.3531 -0.3692 -0.6051 -0.1942
1880 -0.2725 -0.4119 -0.6569 -0.1578 -0.3543 -0.3682 -0.6046 -0.1935
1881 -0.1944 -0.3693 -0.6129 -0.1008 -0.3557 -0.3674 -0.6044 -0.193
1882 -0.3816 -0.3428 -0.5928 -0.1386 -0.3573 -0.3671 -0.6042 -0.1918
1883 -0.3526 -0.3659 -0.6652 -0.0992 -0.3591 -0.3666 -0.6041 -0.1906
1884 -0.5511 -0.4816 -0.7631 -0.2534 -0.3609 -0.3661 -0.604 -0.1895
1885 -0.4982 -0.4452 -0.7127 -0.2407 -0.3627 -0.3659 -0.6039 -0.1884
1886 -0.4891 -0.3711 -0.6188 -0.1376 -0.3645 -0.3653 -0.6039 -0.1878
1887 -0.4602 -0.4303 -0.7038 -0.2469 -0.3662 -0.3646 -0.6037 -0.1871
1888 -0.2331 -0.3246 -0.6068 -0.1138 -0.3679 -0.364 -0.6022 -0.1866
1889 -0.325 -0.2813 -0.5629 -0.1002 -0.3695 -0.3633 -0.6007 -0.1864
1890 -0.4485 -0.3757 -0.6188 -0.1631 -0.3709 -0.3623 -0.6009 -0.1861
1891 -0.3524 -0.3379 -0.5698 -0.1184 -0.3723 -0.3612 -0.5999 -0.1859
1892 -0.5452 -0.4428 -0.6891 -0.2177 -0.3735 -0.3603 -0.5989 -0.1856
1893 -0.3981 -0.4118 -0.6292 -0.1784 -0.3745 -0.3589 -0.5987 -0.1851
1894 -0.4371 -0.3517 -0.5926 -0.1317 -0.3754 -0.3574 -0.5985 -0.1842
1895 -0.3299 -0.3469 -0.597 -0.1527 -0.3762 -0.3561 -0.5983 -0.1846
1896 -0.1989 -0.272 -0.5389 -0.0756 -0.3768 -0.3547 -0.598 -0.1849
1897 -0.2808 -0.2421 -0.5048 -0.0637 -0.3772 -0.3531 -0.5977 -0.1847
1898 -0.4435 -0.2837 -0.5997 -0.0989 -0.3776 -0.3517 -0.5974 -0.1845
1899 -0.2501 -0.3595 -0.6458 -0.1337 -0.3777 -0.3502 -0.597 -0.1847
1900 -0.1879 -0.2479 -0.5399 -0.0457 -0.3776 -0.3487 -0.5964 -0.1855
1901 -0.2681 -0.2338 -0.5252 -0.0628 -0.3773 -0.3474 -0.5958 -0.1859
1902 -0.3776 -0.3486 -0.6397 -0.1746 -0.3768 -0.3459 -0.5949 -0.1866
1903 -0.5577 -0.3843 -0.6875 -0.1798 -0.3759 -0.3442 -0.5938 -0.1865
1904 -0.4792 -0.3525 -0.6629 -0.1592 -0.3746 -0.3427 -0.5925 -0.1862
1905 -0.2996 -0.3587 -0.6492 -0.1382 -0.3729 -0.3409 -0.5906 -0.1852
1906 -0.3104 -0.3318 -0.5978 -0.1452 -0.3707 -0.3392 -0.5877 -0.1839
1907 -0.4491 -0.4249 -0.6944 -0.1648 -0.368 -0.3373 -0.5845 -0.1818
1908 -0.5071 -0.3469 -0.6691 -0.1359 -0.3647 -0.3354 -0.5809 -0.1798
1909 -0.4936 -0.4391 -0.6862 -0.2079 -0.3609 -0.333 -0.5772 -0.1776
1910 -0.5371 -0.4498 -0.7171 -0.2279 -0.3565 -0.3303 -0.5745 -0.1736
1911 -0.4446 -0.391 -0.6413 -0.1828 -0.3514 -0.3273 -0.5698 -0.1705
1912 -0.4832 -0.4209 -0.659 -0.2063 -0.3458 -0.3235 -0.5647 -0.1664
1913 -0.3369 -0.3766 -0.6194 -0.1659 -0.3395 -0.3194 -0.559 -0.1609
1914 -0.2282 -0.3185 -0.5718 -0.0972 -0.3327 -0.3145 -0.553 -0.155
1915 -0.1973 -0.2827 -0.5283 -0.0591 -0.3254 -0.3082 -0.547 -0.149
1916 -0.5141 -0.3963 -0.6462 -0.1438 -0.3176 -0.3016 -0.5406 -0.1424
1917 -0.4546 -0.4029 -0.6368 -0.1649 -0.3093 -0.2944 -0.5341 -0.1353
1918 -0.3071 -0.3408 -0.5784 -0.1218 -0.3006 -0.2866 -0.5266 -0.1278
1919 -0.3229 -0.3052 -0.5359 -0.0829 -0.2915 -0.2782 -0.519 -0.1196
1920 -0.2606 -0.2837 -0.5146 -0.0726 -0.282 -0.2694 -0.5111 -0.1108
1921 -0.2349 -0.268 -0.4872 -0.0416 -0.2722 -0.2604 -0.5028 -0.1014
1922 -0.3255 -0.2549 -0.4916 -0.0315 -0.2622 -0.2513 -0.4943 -0.093
1923 -0.2351 -0.2545 -0.4792 -0.0264 -0.2519 -0.2417 -0.4856 -0.0841
1924 -0.3181 -0.2268 -0.4754 0.0105 -0.2415 -0.2323 -0.4767 -0.0766
1925 -0.1259 -0.1935 -0.4621 0.0162 -0.2309 -0.2223 -0.4676 -0.0682
1926 -0.1792 -0.1868 -0.4575 0.0122 -0.2204 -0.2126 -0.4583 -0.0588
1927 -0.1566 -0.2279 -0.4532 -0.0029 -0.2098 -0.2029 -0.4482 -0.0491
1928 -0.2756 -0.2407 -0.4675 -0.0134 -0.1992 -0.1933 -0.4372 -0.0388
1929 -0.307 -0.2421 -0.4708 -0.0185 -0.1887 -0.1836 -0.4265 -0.0286
1930 -0.111 -0.1068 -0.3575 0.0974 -0.1783 -0.1741 -0.4182 -0.0182
1931 -0.0642 -0.12 -0.3874 0.0769 -0.1681 -0.1649 -0.4084 -0.0082
1932 -0.1819 -0.1517 -0.4137 0.0397 -0.1581 -0.1557 -0.3978 0.0013
1933 -0.2821 -0.1828 -0.4347 0.0343 -0.1484 -0.1466 -0.3872 0.0114
1934 -0.1148 -0.088 -0.3301 0.1163 -0.139 -0.1379 -0.3782 0.0209
1935 -0.2324 -0.1159 -0.3771 0.1011 -0.13 -0.1294 -0.3705 0.0286
1936 -0.0743 -0.0722 -0.3176 0.1335 -0.1213 -0.1213 -0.3632 0.0377
1937 0.0364 -0.0317 -0.305 0.1606 -0.1132 -0.1139 -0.3563 0.0456
1938 -0.0407 -0.0366 -0.308 0.1515 -0.1055 -0.1068 -0.3499 0.0534
1939 0.0166 -0.007 -0.2709 0.201 -0.0985 -0.1001 -0.344 0.0605
1940 0.0616 0.0359 -0.2588 0.2473 -0.092 -0.0939 -0.3385 0.0669
1941 0.0638 -0.0454 -0.3284 0.1905 -0.0862 -0.0881 -0.3336 0.0725
1942 -0.0357 -0.007 -0.2749 0.1822 -0.081 -0.0827 -0.328 0.0775
1943 0.1014 -0.0143 -0.3165 0.2042 -0.0765 -0.0779 -0.3225 0.0821
1944 0.0809 -0.0293 -0.3158 0.1882 -0.0726 -0.0733 -0.3176 0.0864
1945 0.014 0.006 -0.2553 0.2013 -0.0692 -0.0692 -0.3131 0.0901
1946 -0.0741 -0.0508 -0.322 0.1303 -0.0665 -0.0655 -0.309 0.0939
1947 -0.0311 -0.0772 -0.3164 0.1223 -0.0641 -0.0625 -0.3057 0.0969
1948 -0.0717 -0.0629 -0.2879 0.1553 -0.0623 -0.0596 -0.3029 0.1001
1949 -0.1709 -0.1246 -0.3315 0.0989 -0.0608 -0.0567 -0.3003 0.103
