20.06,1004.0
20.42,1038.0
21.01,1007.0
20.35,916.0
20.18,548.8
19.16,184.5
17.9,88.9
15.53,38.7
10.56,5.102
9.76,0.0
9.72,0.0
9.58,0.0
9.6,0.0
9.28,0.0
8.52,0.0
8.5,0.0
9.54,0.0
9.7,0.0
7.54,3.053
7.372,27.06
10.61,85.0
16.76,549.3
19.51,775.9
19.84,930.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
15.11,566.6
12.73,239.8
11.78,130.1
11.54,110.1
11.33,135.5
11.75,198.9
10.64,65.69
9.4,33.01
8.63,21.65
7.944,0.0
7.208,0.0
7.486,0.0
7.667,0.0
6.351,0.0
2.552,0.0
0.37,0.0
-0.31,0.0
0.135,0.0
0.077,2.729
1.737,18.35
6.508,73.93
11.64,576.8
15.02,790.9
16.26,966.0
17.66,1068.0
18.32,1072.0
17.66,1045.0
17.51,824.0
16.76,541.2
15.95,309.1
14.29,187.0
11.56,64.51
9.62,11.78
8.57,0.0
8.02,0.0
6.253,0.0
4.684,0.0
6.048,0.0
6.4,0.0
5.095,0.0
5.251,0.0
4.568,0.0
4.172,2.801
6.003,19.01
8.79,77.67
10.34,541.8
12.3,800.0
14.14,952.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
13.53,1080.0
13.88,1113.0
14.35,1078.0
14.42,980.0
14.11,574.2
13.5,111.6
11.97,61.91
9.4,39.67
6.638,6.787
4.487,0.0
3.281,0.0
3.228,0.0
2.716,0.0
2.958,0.0
2.553,0.0
2.117,0.0
1.712,0.0
1.341,0.0
0.81,3.885
0.887,42.52
2.166,111.5
4.746,533.4
6.61,803.0
8.52,956.0
9.56,1024.0
10.57,1077.0
10.95,1060.0
11.91,971.0
11.68,602.5
11.29,99.8
9.95,52.89
7.957,40.32
5.472,7.001
4.066,0.0
3.308,0.0
2.919,0.0
2.507,0.0
2.914,0.0
2.278,0.0
1.722,0.0
1.21,0.0
0.632,0.0
0.889,3.374
2.421,19.97
4.016,70.89
7.011,540.8
11.26,807.0
13.47,961.0
13.96,1056.0
15.25,1090.0
15.68,1058.0
15.26,964.0
14.8,616.6
14.18,95.2
13.27,64.9
11.18,40.23
8.3,7.173
5.854,0.0
5.202,0.0
4.569,0.0
3.857,0.0
2.61,0.0
1.205,0.0
0.578,0.0
0.407,0.0
0.396,0.0
0.417,3.503
1.812,22.27
7.232,69.38
11.2,542.8
13.49,797.1
14.72,966.0
13.88,-9999.0
13.27,-9999.0
12.57,283.3
12.14,312.7
12.2,197.1
11.9,170.7
11.08,107.5
9.78,58.92
8.54,22.31
6.215,0.006
4.818,0.0
4.556,0.0
4.723,0.0
1.166,0.0
1.293,0.0
3.068,0.0
2.14,0.0
2.192,0.0
1.936,3.486
1.798,19.91
5.531,73.69
9.41,546.4
12.49,810.0
12.7,963.0
14.15,1085.0
14.47,1121.0
14.98,1103.0
14.42,975.0
11.81,572.0
9.46,301.1
7.754,161.9
6.634,34.0
6.138,3.158
6.143,0.0
6.124,0.0
6.109,0.0
6.119,0.0
6.174,0.0
6.205,0.0
6.367,0.0
6.105,0.0
6.156,0.0
6.044,1.347
6.315,18.52
6.708,31.45
7.118,74.14
7.626,126.6
7.685,123.8
7.496,239.9
7.535,234.8
7.923,286.1
8.38,-9999.0
7.844,242.0
7.478,129.1
7.169,45.94
6.836,15.45
6.432,3.742
6.712,0.0
7.09,0.0
6.9,0.0
6.667,0.0
6.417,0.0
6.063,0.0
5.642,0.0
4.831,0.0
4.177,0.0
3.604,2.812
2.902,51.01
3.421,143.2
4.291,455.2
5.968,679.8
7.219,804.0
9.07,-9999.0
10.13,-9999.0
10.64,-9999.0
11.15,-9999.0
10.77,752.8
9.05,199.3
7.168,121.6
5.555,56.43
3.676,11.02
2.297,0.011
0.935,0.0
0.31,0.0
-0.498,0.0
-1.092,0.0
-1.255,0.0
-1.203,0.0
-1.248,0.0
-0.874,0.0
-1.24,4.952
-0.91,30.79
0.338,103.2
2.669,536.3
4.858,840.0
6.302,1000.0
8.59,1101.0
9.41,1131.0
10.09,1101.0
10.56,1002.0
10.57,689.9
9.77,105.8
8.89,64.01
7.238,47.84
4.4,9.21
1.998,0.011
2.018,0.0
2.181,0.0
0.989,0.0
-0.896,0.0
-1.247,0.0
-0.832,0.0
0.014,0.0
-0.251,0.0
0.184,8.83
3.484,43.07
8.72,131.2
13.69,549.7
17.15,838.0
19.02,991.0
20.24,1085.0
20.53,1088.0
20.84,1084.0
20.15,997.0
19.1,659.2
18.27,109.0
17.17,71.75
15.05,54.84
11.46,9.27
9.58,0.05
8.65,0.0
8.15,0.0
7.68,0.0
7.596,0.0
8.43,0.0
8.17,0.0
7.82,0.0
7.895,0.0
7.533,4.17
8.73,18.38
11.06,104.1
13.9,509.1
16.48,828.0
17.96,979.0
18.67,944.0
19.65,752.3
19.22,739.0
20.36,979.0
20.1,588.5
18.75,129.7
16.37,85.2
14.71,116.4
12.21,17.93
9.85,0.045
9.15,0.0
8.11,0.0
7.998,0.0
7.595,0.0
6.523,0.0
5.882,0.0
5.508,0.0
5.405,0.0
5.031,3.889
8.31,19.27
10.7,100.7
13.91,543.4
16.08,821.0
16.35,983.0
16.61,970.0
16.68,1052.0
16.64,-9999.0
14.93,505.3
13.88,283.8
13.82,253.7
12.52,214.7
11.23,143.3
9.19,16.34
7.557,0.062
5.782,0.0
4.565,0.0
3.38,0.0
3.068,0.0
5.073,0.0
5.893,0.0
5.829,0.0
5.9,0.0
5.865,2.957
5.394,17.9
5.096,56.33
9.6,506.5
12.11,524.1
14.19,760.7
14.85,670.1
15.87,710.5
16.13,659.0
18.31,890.0
18.05,554.1
16.97,126.8
16.06,68.06
14.43,74.74
12.09,12.08
10.01,0.107
9.18,0.0
8.93,0.0
8.17,0.0
7.066,0.0
6.399,0.0
5.275,0.0
4.461,0.0
3.745,0.0
3.939,4.956
5.723,21.45
11.23,74.16
15.25,542.1
18.74,823.0
21.02,977.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
-9999.0,-9999.0
